finding,kind,path,line,detail
"F118","finding-reference","scripts/generate-web-assets.ts","166","The custom PNG CRC loop duplicates the supported Node builtin"
"F118","finding-reference","scripts/generate-web-assets.ts","175","The custom PNG CRC loop duplicates the supported Node builtin"
"F119","finding-reference","vite.config.ts","277","A compiler exception is attached to a hook that does not match its rationale"
"F119","finding-reference","vite.config.ts","281","A compiler exception is attached to a hook that does not match its rationale"
"F119","finding-reference","apps/web/src/features/message-search/components/message-list-search/use-message-list-search-controller.ts","1","A compiler exception is attached to a hook that does not match its rationale"
"F120","finding-reference","apps/web/src/features/compose/components/compose-editor.tsx","114","App modules export internal helpers and retain unused small definitions"
"F120","finding-reference","apps/web/src/features/navigation/components/sidebar-surfaces.tsx","20","App modules export internal helpers and retain unused small definitions"
"F120","finding-reference","apps/web/src/features/settings/components/settings-overview-panel.tsx","132","App modules export internal helpers and retain unused small definitions"
"F120","finding-reference","apps/web/src/lib/preview-personas.ts","13","App modules export internal helpers and retain unused small definitions"
"F120","finding-reference","apps/web/src/features/compose/domain/compose-form.ts","15","App modules export internal helpers and retain unused small definitions"
"F120","finding-reference","apps/web/src/features/hotkeys/domain/keyboard-shortcuts.ts","281","App modules export internal helpers and retain unused small definitions"
"F120","finding-reference","apps/web/src/lib/managed-mail/demo-managed-mail.ts","1141","App modules export internal helpers and retain unused small definitions"
"F120","finding-reference","apps/web/src/lib/gmail/demo-mail.ts","440","App modules export internal helpers and retain unused small definitions"
"F120","finding-reference","apps/web/src/lib/gmail/demo-mail.ts","741","App modules export internal helpers and retain unused small definitions"
"F120","finding-reference","apps/web/src/lib/preview-personas.shared.ts","1","App modules export internal helpers and retain unused small definitions"
"F121","finding-reference","apps/web/src/features/settings/components/settings-layout.tsx","195","SettingsListRow and its exclusive style variant are dead"
"F121","finding-reference","apps/web/src/features/settings/components/settings-layout.tsx","27","SettingsListRow and its exclusive style variant are dead"
"F122","finding-reference","apps/web/src/features/navigation/components/mailbox-switcher.tsx","1064","MailboxSettingsRow is an unused wrapper inside the live switcher module"
"F122","finding-reference","apps/web/src/features/navigation/components/mailbox-switcher.tsx","342","MailboxSettingsRow is an unused wrapper inside the live switcher module"
"F52","conditional-class","apps/web/src/components/atmospheric-background.tsx","715","ready ? ""opacity-100"" : ""opacity-0"""
"F35","trivial-helper","apps/web/src/components/auth-screen.tsx","33","hasText: (value: string | null | undefined): value is string => value !== null && value !== undefined && value !== """""
"F35","trivial-helper","apps/web/src/components/sender-avatar.tsx","17","hasText: (value: string | null | undefined): value is string => value !== null && value !== undefined && value !== """""
"F52","conditional-class","apps/web/src/components/workspace-dither-background.tsx","430","animate && !ready && ""opacity-0"""
"F35","trivial-helper","apps/web/src/features/compose/components/compose-workspace.tsx","92","hasText: (value: string | null | undefined): value is string => value !== null && value !== undefined && value !== """""
"F35","trivial-helper","apps/web/src/features/compose/components/template-workspace.tsx","57","hasText: (value: string | null | undefined): value is string => value !== null && value !== undefined && value !== """""
"F35","trivial-helper","apps/web/src/features/compose/domain/draft.ts","10","hasText: (value: string | null | undefined): value is string => typeof value === ""string"" && value.length > 0"
"F35","trivial-helper","apps/web/src/features/gmail-useful-details/components/gmail-useful-detail-card.tsx","52","hasText: (value: string | null | undefined): value is string => value !== null && value !== undefined && value !== """""
"F52","conditional-class","apps/web/src/features/home/components/home-sections.tsx","78","imageFirst && ""md:order-2"""
"F52","conditional-class","apps/web/src/features/home/components/home-sections.tsx","90","imageFirst && ""md:order-1"""
"F35","trivial-helper","apps/web/src/features/home/components/waitlist-form.tsx","18","isRecord: (value: unknown): value is Record<string, unknown> => typeof value === ""object"" && value !== null"
"F35","trivial-helper","apps/web/src/features/mailbox/components/mailbox-action-handlers.ts","38","hasText: (value: string | null | undefined): value is string => value !== null && value !== undefined && value !== """""
"F35","trivial-helper","apps/web/src/features/mailbox/components/mailbox-workspace/mailbox-workspace-content.tsx","43","hasText: (value: string | null | undefined): value is string => value !== null && value !== undefined && value !== """""
"F35","trivial-helper","apps/web/src/features/mailbox/components/mailbox-workspace/use-mailbox-messages.ts","39","hasText: (value: string | null | undefined): value is string => typeof value === ""string"" && value.length > 0"
"F35","trivial-helper","apps/web/src/features/message-search/components/message-list-search-dropdown.tsx","26","hasText: (value: string | null | undefined): value is string => typeof value === ""string"" && value.length > 0"
"F52","conditional-class","apps/web/src/features/message-search/components/message-list-search/message-list-search-view.tsx","198","label && mailboxLabelSearchPillSurfaceClassNameByColor[ label.color ?? ""gray"" ]"
"F35","trivial-helper","apps/web/src/features/message-thread/components/message-body.tsx","34","hasText: (value: string | null | undefined): value is string => typeof value === ""string"" && value.length > 0"
"F35","trivial-helper","apps/web/src/features/navigation/components/mail-sidebar.tsx","58","hasText: (value: string | null | undefined): value is string => typeof value === ""string"" && value.length > 0"
"F35","trivial-helper","apps/web/src/features/navigation/components/mailbox-switcher.tsx","41","hasText: (value: string | null | undefined): value is string => typeof value === ""string"" && value.length > 0"
"F35","trivial-helper","apps/web/src/features/navigation/components/sidebar-label-nav.tsx","180","hasText: (value: string | null | undefined): value is string => value !== null && value !== undefined && value !== """""
"F35","trivial-helper","apps/web/src/features/onboarding/components/onboarding-screen.tsx","83","hasText: (value: string | null | undefined): value is string => value !== null && value !== undefined && value.trim() !== """""
"F52","conditional-class","apps/web/src/features/settings/components/organization-settings/domain-detail-view.tsx","458","verifyPending && ""animate-spin"""
"F52","conditional-class","apps/web/src/features/settings/components/organization-settings/domain-detail-view.tsx","588","startPending && ""animate-spin"""
"F52","conditional-class","apps/web/src/features/settings/components/organization-settings/domain-detail-view.tsx","1219","removeMutation.isPending && ""animate-spin"""
"F35","trivial-helper","apps/web/src/features/settings/components/organization-settings/domain.ts","133","isRecord: (value: unknown): value is Record<string, unknown> => typeof value === ""object"" && value !== null"
"F52","conditional-class","apps/web/src/features/settings/components/organization-settings/register-domain-dialog.tsx","195","selected ? ""border-fg/30 bg-muted/40"" : ""border-border hover:bg-muted/60"""
"F35","trivial-helper","apps/web/src/lib/chat-query.ts","5","hasText: (value: string | null | undefined): value is string => value !== null && value !== undefined && value !== """""
"F35","trivial-helper","apps/web/src/lib/gmail/demo-mail.ts","45","isRecord: (value: unknown): value is Record<string, unknown> => typeof value === ""object"" && value !== null"
"F35","trivial-helper","apps/web/src/lib/gmail/inbox-query/data.ts","33","isRecord: (value: unknown): value is Record<string, unknown> => typeof value === ""object"" && value !== null"
"F35","trivial-helper","apps/web/src/lib/gmail/inbox-query/sync.ts","40","hasText: (value: string | null | undefined): value is string => typeof value === ""string"" && value.length > 0"
"F35","trivial-helper","apps/web/src/lib/gmail/labels-query.ts","18","isRecord: (value: unknown): value is Record<string, unknown> => typeof value === ""object"" && value !== null"
"F35","trivial-helper","apps/web/src/lib/gmail/message-utils.ts","3","hasText: (value: string | null | undefined): value is string => value !== null && value !== undefined && value !== """""
"F35","trivial-helper","apps/web/src/lib/mailbox-actions-query.ts","5","hasText: (value: string | null | undefined): value is string => value !== null && value !== undefined && value !== """""
"F35","trivial-helper","apps/web/src/lib/managed-mail/demo-managed-mail.ts","36","hasText: (value: string | null | undefined): value is string => typeof value === ""string"" && value.trim() !== """""
"F35","trivial-helper","apps/web/src/lib/preview-personas.ts","23","isRecord: (value: unknown): value is Record<string, unknown> => typeof value === ""object"" && value !== null"
"F35","trivial-helper","apps/web/src/lib/query-persister.ts","4","isRecord: (value: unknown): value is Record<string, unknown> => typeof value === ""object"" && value !== null"
"F35","trivial-helper","apps/web/src/routes/api/preview-persona.ts","3","isRecord: (value: unknown): value is Record<string, unknown> => typeof value === ""object"" && value !== null"
"F54","redundant-promise","packages/auth/src/index.ts","156","Promise.resolve({ data: { ...createdUser, termsAcceptedAt: readTermsAcceptedAtFromRequest(context?.request) ?? null, }, })"
"F35","trivial-helper","packages/auth/src/organization.ts","186","hasText: (value: string | null | undefined): value is string => value !== null && value !== undefined && value !== """""
"F35","trivial-helper","packages/env/src/local-doctor.ts","62","hasText: (value: string | undefined): value is string => value !== undefined && value !== """""
"F54","redundant-promise","packages/gmail/src/service.ts","1088","Promise.resolve(inlineContent.html)"
"F54","redundant-promise","packages/gmail/src/service.ts","1091","Promise.resolve(inlineContent.text)"
"F35","trivial-helper","packages/mail/src/bimi.ts","159","isRecord: (value: unknown): value is Record<string, unknown> => typeof value === ""object"" && value !== null"
"F54","redundant-promise","packages/orpc/src/connectors/runtime.ts","751","Promise.resolve(accessToken)"
"F35","trivial-helper","packages/orpc/src/gmail-sync/service.ts","79","hasText: (value: string | null | undefined): value is string => typeof value === ""string"" && value.length > 0"
"F54","redundant-promise","packages/orpc/src/gmail-sync/service.ts","605","Promise.resolve()"
"F54","redundant-promise","packages/orpc/src/gmail-sync/service.ts","617","Promise.resolve()"
"F54","redundant-promise","packages/orpc/src/gmail-sync/service.ts","660","Promise.resolve([])"
"F54","redundant-promise","packages/orpc/src/gmail-sync/service.ts","663","Promise.resolve([])"
"F54","redundant-promise","packages/orpc/src/mailbox/managed-grants.ts","421","Promise.resolve([])"
"F54","redundant-promise","packages/orpc/src/mailbox/managed-grants.ts","428","Promise.resolve([])"
"F54","redundant-promise","packages/orpc/src/mailbox/service.ts","939","Promise.resolve(null)"
"F54","redundant-promise","packages/orpc/src/managed-mail/automation.ts","510","Promise.resolve()"
"F54","redundant-promise","packages/orpc/src/managed-mail/automation.ts","519","Promise.resolve()"
"F35","trivial-helper","packages/orpc/src/onboarding/service.ts","105","hasText: (value: string | null | undefined): value is string => value !== null && value !== undefined && value.trim() !== """""
"F35","trivial-helper","packages/orpc/src/organization-api-mail.ts","44","isRecord: (value: unknown): value is Record<string, unknown> => typeof value === ""object"" && value !== null"
"F35","trivial-helper","packages/orpc/src/text.ts","1","hasText: (value: string | null | undefined): value is string => (value ?? """") !== """""
"F52","conditional-class","packages/ui/src/components/ui/dropdown-menu.tsx","59","size === ""compact"" && ""min-w-40 p-0.5 text-caption"""
"F52","conditional-class","packages/ui/src/components/ui/dropdown-menu.tsx","98","resolvedSize === ""compact"" && ""min-w-40 p-0.5 text-caption"""
"F52","conditional-class","packages/ui/src/components/ui/dropdown-menu.tsx","129","size === ""compact"" && ""min-h-7 gap-1.5 px-2 text-caption"""
"F52","conditional-class","packages/ui/src/components/ui/dropdown-menu.tsx","174","size === ""compact"" && ""min-h-7 gap-1.5 py-1 pr-2 pl-7 text-caption"""
"F52","conditional-class","packages/ui/src/components/ui/dropdown-menu.tsx","184","size === ""compact"" && ""left-1.5"""
"F52","conditional-class","packages/ui/src/components/ui/dropdown-menu.tsx","211","size === ""compact"" && ""min-h-7 gap-1.5 px-2 text-caption"""
"F52","conditional-class","packages/ui/src/components/ui/dropdown-menu.tsx","242","size === ""compact"" && ""my-0.5"""
"F52","conditional-class","packages/ui/src/components/ui/field.tsx","84","chrome === ""ghost"" && ""min-w-0 flex-1"""
"F52","conditional-class","packages/ui/src/components/ui/input.tsx","68","chrome === ""ghost"" && ""min-w-0 flex-1"""
"F52","conditional-class","packages/ui/src/components/ui/select.tsx","136","size === ""compact"" && ""min-w-40 p-0.5 text-caption"""
"F52","conditional-class","packages/ui/src/components/ui/select.tsx","202","size === ""compact"" && ""min-h-7 gap-1.5 py-1 pr-7 pl-2 text-caption"""
"F52","conditional-class","packages/ui/src/components/ui/select.tsx","225","size === ""compact"" && ""px-2 py-0.5 text-micro"""
"F52","conditional-class","packages/ui/src/components/ui/token-field.tsx","91","side === ""top"" ? ""bottom-full mb-1"" : ""top-full mt-1"""
"F35","trivial-helper","apps/web/src/features/mailbox/components/mailbox-workspace/use-mailbox-messages.ts","122","getIsRefreshing passes four positional booleans to a one-use boolean expression; inline the expression at line 351."
